timestamps,humidity,temperature,lightness,count
1598614386.0,81.76666666666667,30.3,0.0,2624
1598614686.0,81.43333333333334,30.3,0.0,2625
1598614986.0,81.26666666666667,30.3,0.0,2626
1598615287.0,81.06666666666668,30.3,0.0,2627
1598615587.0,80.89999999999999,30.3,0.0,2628
1598615887.0,80.89999999999999,30.3,0.0,2629
1598616187.0,80.8,30.3,0.0,2630
1598616488.0,80.8,30.3,0.0,2631
1598616788.0,80.63333333333333,30.3,0.0,2632
1598617088.0,80.56666666666668,30.3,0.0,2633
1598617389.0,80.46666666666667,30.3,0.0,2634
1598617689.0,80.36666666666667,30.266666666666666,0.0,2635
1598617989.0,80.36666666666666,30.233333333333334,0.0,2636
1598618289.0,80.10000000000001,30.2,0.0,2637
1598618590.0,79.96666666666668,30.233333333333334,0.0,2638
1598618890.0,79.7,30.266666666666666,0.0,2639
1598619190.0,79.66666666666666,30.266666666666666,0.0,2640
1598619490.0,79.56666666666666,30.233333333333334,0.0,2641
1598619791.0,79.66666666666667,30.2,0.0,2642
1598620091.0,79.66666666666667,30.2,0.0,2643
1598620391.0,79.73333333333333,30.2,0.0,2644
1598620692.0,79.76666666666667,30.166666666666668,0.0,2645
1598620992.0,79.63333333333333,30.133333333333336,0.0,2646
1598621292.0,79.5,30.100000000000005,0.0,2647
1598621592.0,79.33333333333333,30.100000000000005,0.0,2648
1598621893.0,79.26666666666667,30.100000000000005,0.0,2649
1598622193.0,79.16666666666667,30.066666666666666,0.0,2650
1598622493.0,79.23333333333333,30.03333333333333,0.0,2651
1598622794.0,79.2,30.0,0.0,2652
1598623094.0,79.36666666666667,30.0,0.0,2653
1598623394.0,79.10000000000001,29.96666666666667,0.0,2654
1598623694.0,79.13333333333334,29.96666666666667,0.0,2655
1598623995.0,79.03333333333335,29.96666666666667,0.0,2656
1598624295.0,79.1,29.96666666666667,0.0,2657
1598624595.0,79.10000000000001,29.933333333333334,0.0,2658
1598624895.0,79.10000000000001,29.899999999999995,0.0,2659
1598625196.0,79.13333333333333,29.899999999999995,0.0,2660
1598625496.0,79.26666666666667,29.899999999999995,0.0,2661
1598625796.0,79.30000000000001,29.866666666666664,0.0,2662
1598626097.0,79.3,29.833333333333332,0.0,2663
1598626397.0,79.26666666666667,29.8,0.0,2664
1598626697.0,79.13333333333334,29.8,0.0,2665
1598626997.0,79.1,29.766666666666666,0.0,2666
1598627298.0,78.89999999999999,29.733333333333334,0.0,2667
1598627598.0,78.76666666666667,29.7,0.0,2668
1598627898.0,78.53333333333333,29.7,0.0,2669
1598628199.0,78.63333333333334,29.7,0.0,2670
1598628499.0,78.66666666666667,29.666666666666668,0.0,2671
1598628799.0,78.89999999999999,29.633333333333336,0.0,2672
1598629099.0,78.76666666666667,29.600000000000005,0.0,2673
1598629400.0,78.66666666666667,29.600000000000005,0.0,2674
1598629700.0,78.43333333333332,29.600000000000005,0.0,2675
1598630000.0,78.36666666666666,29.600000000000005,0.0,2676
1598630300.0,78.4,29.600000000000005,0.0,2677
1598630601.0,78.4,29.566666666666666,0.0,2678
1598630901.0,78.3,29.53333333333333,0.0,2679
1598631201.0,78.23333333333333,29.5,0.0,2680
1598631502.0,78.2,29.5,0.0,2681
1598631802.0,78.36666666666666,29.5,0.0,2682
1598632102.0,78.36666666666666,29.5,0.0,2683
1598632402.0,78.43333333333334,29.5,0.0,2684
1598632703.0,78.5,29.5,0.0,2685
1598633003.0,78.4,29.5,0.0,2686
1598633303.0,78.3,29.46666666666667,0.0,2687
1598633604.0,78.16666666666667,29.433333333333334,0.0,2688
1598633904.0,78.30000000000001,29.399999999999995,0.0,2689
1598634204.0,78.26666666666667,29.399999999999995,0.0,2690
1598634504.0,78.13333333333333,29.399999999999995,0.0,2691
1598634805.0,77.96666666666665,29.399999999999995,0.0,2692
1598635105.0,77.96666666666667,29.399999999999995,0.0,2693
1598635405.0,77.96666666666665,29.399999999999995,0.0,2694
1598635706.0,78.0,29.399999999999995,0.0,2695
1598636006.0,78.0,29.399999999999995,0.0,2696
1598636306.0,77.93333333333334,29.399999999999995,0.0,2697
1598636606.0,77.99999999999999,29.399999999999995,0.0,2698
1598636907.0,77.89999999999999,29.399999999999995,0.0,2699
1598637207.0,78.03333333333332,29.399999999999995,0.0,2700
1598637507.0,78.06666666666666,29.366666666666664,0.0,2701
1598637807.0,78.13333333333334,29.333333333333332,0.0,2702
1598638108.0,77.96666666666665,29.3,0.0,2703
1598638408.0,77.89999999999999,29.3,0.0,2704
1598638708.0,77.89999999999999,29.3,0.0,2705
1598639009.0,77.89999999999999,29.3,0.0,2706
1598639309.0,77.7,29.3,0.0,2707
1598639609.0,77.66666666666667,29.3,0.0,2708
1598639909.0,77.56666666666668,29.266666666666666,0.0,2709
1598640210.0,77.7,29.233333333333334,0.0,2710
1598640510.0,77.66666666666667,29.2,0.0,2711
1598640810.0,77.8,29.2,0.0,2712
1598641111.0,77.76666666666667,29.166666666666668,0.0,2713
1598641411.0,77.66666666666667,29.133333333333336,0.0,2714
1598641711.0,77.56666666666666,29.100000000000005,0.0,2715
1598642011.0,77.66666666666667,29.100000000000005,0.0,2716
1598642312.0,77.60000000000001,29.100000000000005,0.0,2717
1598642612.0,77.53333333333335,29.100000000000005,0.0,2718
1598642912.0,77.26666666666667,29.100000000000005,0.0,2719
1598643212.0,77.26666666666667,29.100000000000005,0.0,2720
1598643513.0,77.33333333333333,29.100000000000005,0.0,2721
1598643813.0,77.4,29.100000000000005,0.0,2722
1598644113.0,77.53333333333335,29.066666666666666,0.0,2723
