第n次,test_mse,test_mae
"1, 64",0.0035364399664103985,0.039581939578056335
"2, 64",0.0037293233908712864,0.03677693009376526
"3, 64",0.003855719929561019,0.036659859120845795
"4, 64",0.003793038660660386,0.036488357931375504
"5, 64",0.0034991709981113672,0.035764358937740326
"6, 64",0.004089873284101486,0.039289578795433044
"mean,64",0.0037505943716193237,0.03742683740953604
第n次,test_mse,test_mae
"1, 128",0.0038678396958857775,0.038155630230903625
"2, 128",0.0039321742951869965,0.03677454590797424
"3, 128",0.003447870723903179,0.03394149988889694
"4, 128",0.003675630781799555,0.035871729254722595
"5, 128",0.0040687317959964275,0.04027323052287102
"6, 128",0.0037801675498485565,0.03662162274122238
"mean,128",0.003795402473770082,0.036939709757765136
第n次,test_mse,test_mae
"1, 256",0.003408694639801979,0.0341583788394928
"2, 256",0.0037296898663043976,0.03423107787966728
"3, 256",0.003383756848052144,0.03508733958005905
"4, 256",0.003630987135693431,0.03632812201976776
"5, 256",0.00357287609949708,0.035626061260700226
"6, 256",0.003757109632715583,0.035791490226984024
"mean,256",0.003580519037010769,0.035203744967778526
第n次,test_mse,test_mae
"1, 512",0.0036345450207591057,0.03415730968117714
"2, 512",0.003711774479597807,0.03587937727570534
"3, 512",0.0037374203093349934,0.036687031388282776
"4, 512",0.003338717855513096,0.032751914113759995
"5, 512",0.003684036899358034,0.03613429516553879
"6, 512",0.004186836536973715,0.03805704414844513
"mean,512",0.0037155551835894585,0.03561116196215153
第n次,test_mse,test_mae
"1, 1024",0.0035809434484690428,0.034545134752988815
"2, 1024",0.0030017585959285498,0.030239814892411232
"3, 1024",0.003436380997300148,0.03416966274380684
"4, 1024",0.0032517819199711084,0.03424331545829773
"5, 1024",0.003540001343935728,0.034290820360183716
"6, 1024",0.0027918065898120403,0.03233686462044716
"mean,1024",0.003267112149236103,0.03330426880468925
